class,retro_templates
UNK,[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[N;H0;D3;+0:5](-[C;D1;H3:4])-[C;D1;H3:6]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C;D1;H3:4]-[NH;D2;+0:5]-[C;D1;H3:6]
UNK,[#16;a:6]:[c:5]:[c:4]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[NH;D2;+0:9]-[C:8]=[N;D1;H1:7]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]:[c:5]:[#16;a:6].[N;D1;H1:7]=[C:8]-[NH2;D1;+0:9]
UNK,[c:4]-[O;H0;D2;+0:3]-[CH2;D2;+0:1]-[c:2]>>C-S(=O)(=O)-O-[CH2;D2;+0:1]-[c:2].[OH;D1;+0:3]-[c:4]
UNK,[#7:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:5]-[C:4]>>Cl-[C;H0;D3;+0:1](-[#7:2])=[O;D1;H0:3].[C:4]-[NH2;D1;+0:5]
UNK,[#7;a:3]:[c;H0;D3;+0:4](:[c:5])-[CH;D2;+0:1]=[O;D1;H0:2]>>C-N(-C)-[CH;D2;+0:1]=[O;D1;H0:2].[#7;a:3]:[cH;D2;+0:4]:[c:5]
UNK,[#7;a:1]:[c:2](:[#8;a:3])-[C;H0;D3;+0:4](-[C;D1;H3:5])=[O;H0;D1;+0:6]>>[#7;a:1]:[c:2](:[#8;a:3])-[CH;D3;+0:4](-[C;D1;H3:5])-[OH;D1;+0:6]
UNK,[#8:8]-[C:7](=[O;D1;H0:9])-[c:6]:[c;H0;D3;+0:4](:[c:5])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].C-C1(-C)-O-B(-[c;H0;D3;+0:4](:[c:5]):[c:6]-[C:7](-[#8:8])=[O;D1;H0:9])-O-C-1(-C)-C
UNK,[#16;a:5]:[c:4]:[c:2](:[#7;a:3])-[CH2;D2;+0:1]-[S;H0;D2;+0:8]-[c:7]:[#7;a:6]>>Cl-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#16;a:5].[#7;a:6]:[c:7]-[SH;D1;+0:8]
UNK,[#7;a:1]:[c:2]1:[#7;a:3]:[c:4]:[nH;D2;+0:5]:[c:6]:1:[c:7]:[#7;a:8]>>[#7;a:1]:[c:2]1:[#7;a:3]:[c:4]:[n;H0;D3;+0:5](-C-c2:c:c:c:c:c:2):[c:6]:1:[c:7]:[#7;a:8]
UNK,[C:1]-[C:2]=[C:3]-[N;H0;D3;+0:4](-[C:5])-[C;H0;D3;+0:7](=[O;D1;H0:6])-[NH;D2;+0:8]-[c:9]>>[C:1]-[C:2]=[C:3]-[NH;D2;+0:4]-[C:5].[O;D1;H0:6]=[C;H0;D2;+0:7]=[N;H0;D2;+0:8]-[c:9]
UNK,[C:1]-[c;H0;D3;+0:2]1:[cH;D2;+0:3]:[n;H0;D2;+0:7]:[n;H0;D2;+0:6]:[n;H0;D3;+0:5]:1-[C:4]>>[C:1]-[C;H0;D2;+0:2]#[CH;D1;+0:3].[C:4]-[N;H0;D2;+0:5]=[N+;H0;D2:6]=[N-;H0;D1:7]
UNK,[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4]1:[c:5]:[#7;a:6]:[#7;a:7]:[c:8]:1>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].C-C1(-C)-O-B(-[c;H0;D3;+0:4]2:[c:5]:[#7;a:6]:[#7;a:7]:[c:8]:2)-O-C-1(-C)-C
UNK,[#7;a:7]:[#7;a:6]:[c;H0;D3;+0:4](:[c:5])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-C1(-C)-O-B(-[c;H0;D3;+0:1](:[c:2]):[c:3])-O-C-1(-C)-C.Cl-[c;H0;D3;+0:4](:[c:5]):[#7;a:6]:[#7;a:7]
UNK,[O;D1;H0:7]=[C:6]-[c:5]1:[#16;a:4]:[c:3]:[c:2]:[c;H0;D3;+0:1]:1-[S;H0;D2;+0:8]-[c:9]>>Br-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#16;a:4]:[c:5]:1-[C:6]=[O;D1;H0:7].[SH;D1;+0:8]-[c:9]
UNK,[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[O;H0;D2;+0:7]-[C;D1;H3:6]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].[C;D1;H3:6]-[OH;D1;+0:7]
UNK,[O;D1;H0:2]=[CH;D2;+0:1]-[c;H0;D3;+0:6]1:[c:7]:[#7;a:3]:[c:4]:[c:5]:1>>C-N(-C)-[CH;D2;+0:1]=[O;D1;H0:2].[#7;a:3]1:[c:4]:[c:5]:[cH;D2;+0:6]:[c:7]:1
UNK,[#7;a:10]:[c:9]:[c;H0;D3;+0:7](:[c:8])-[c;H0;D3;+0:1]1:[c:2]:[#7;a:3]:[c:4]:[#7;a:5]:1:[#7;a:6]>>Br-[c;H0;D3;+0:1]1:[c:2]:[#7;a:3]:[c:4]:[#7;a:5]:1:[#7;a:6].C-C1(-C)-O-B(-[c;H0;D3;+0:7](:[c:8]):[c:9]:[#7;a:10])-O-C-1(-C)-C
UNK,[O;D1;H0:2]=[CH;D2;+0:1]-[NH;D2;+0:3]-[c:4]>>O-[CH;D2;+0:1]=[O;D1;H0:2].[NH2;D1;+0:3]-[c:4]
UNK,[#7:8]-[C:9](=[O;D1;H0:10])-[C:11]-[NH;D2;+0:12]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]1:[#7;a:4]:[#7;a:5]:[#7;a:6]:[c:7]:1>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]1:[#7;a:4]:[#7;a:5]:[#7;a:6]:[c:7]:1.[#7:8]-[C:9](=[O;D1;H0:10])-[C:11]-[NH2;D1;+0:12]
UNK,[#7;a:2]:[c;H0;D3;+0:1](-[NH2;D1;+0:6]):[c:3]:[c:4]:[#8;a:5]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#8;a:5].[NH3;D0;+0:6]
UNK,[C;D1;H3:5]-[C:4](-[C;D1;H3:6])(-[C;D1;H3:7])-[#8:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[n;H0;D3;+0:11]1:[#7;a:10]:[c:9]:[#7;a:8]:[c:12]:1>>C-C(-C)(-C)-O-C(=O)-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7].[#7;a:8]1:[c:9]:[#7;a:10]:[nH;D2;+0:11]:[c:12]:1
UNK,[#7:2]-[C:3]-[C@H;D3;+0:4](-[C:5])-[N;H0;D3;+0:6](-[C:7])-[CH3;D1;+0:1]>>O=[CH2;D1;+0:1].[#7:2]-[C:3]-[C@H;D3;+0:4](-[C:5])-[NH;D2;+0:6]-[C:7]
UNK,[#7;a:4]-[N;H0;D2;+0:5]=[C;H0;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3].[#7;a:4]-[NH2;D1;+0:5]
UNK,[C:6]-[c;H0;D3;+0:5]1:[nH;D2;+0:7]:[c:8]:[c;H0;D3;+0:9](:[c:10]):[c;H0;D3;+0:1](=[O;D1;H0:2]):[c;H0;D3;+0:3]:1-[C:4]>>C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH;D3;+0:3](-[C:4])-[C;H0;D3;+0:5](=O)-[C:6].[NH2;D1;+0:7]-[c:8]:[cH;D2;+0:9]:[c:10]
UNK,[#7;a:8]1:[#7;a:9]:[c:10]:[c:11]:[c;H0;D3;+0:7]:1-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>Cl-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1.O-B(-O)-[c;H0;D3;+0:7]1:[#7;a:8]:[#7;a:9]:[c:10]:[c:11]:1
UNK,[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[O;H0;D2;+0:4]-[c:5]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[OH;D1;+0:4]-[c:5]
UNK,[C;D1;H3:2]-[S;H0;D4;+0:1](=[O;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[c:6]>>Cl-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4].[OH;D1;+0:5]-[c:6]
UNK,[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[C@H;D3;+0:8](-[C:9])-[NH;D2;+0:10]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[C@H;D3;+0:8](-[C:9])-[NH2;D1;+0:10]
UNK,[#7:8]=[C:9]-[N;H0;D3;+0:10](-[C:11])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7]>>C-C(-C)(-C)-O-C(=O)-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7].[#7:8]=[C:9]-[NH;D2;+0:10]-[C:11]
UNK,[#7;a:4]:[c:3]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[N;H0;D2;+0:5]-[O;D1;H1:6]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3]:[#7;a:4].[NH2;D1;+0:5]-[O;D1;H1:6]
UNK,[O;H0;D1;+0:1]=[CH;D2;+0:2]-[c:3]1:[c:4]:[#7;a:5]:[#7;a:6]:[c:7]:1>>[OH;D1;+0:1]-[CH2;D2;+0:2]-[c:3]1:[c:4]:[#7;a:5]:[#7;a:6]:[c:7]:1
UNK,[#7;a:3]:[c:2]:[c;H0;D3;+0:1](:[c:4]-[C:5](-[C;D1;H3:6])=[O;D1;H0:7])-[N;H0;D3;+0:9](-[C:8])-[C:10]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;H0;D3;+0:1](:[c:2]:[#7;a:3]):[c:4]-[C:5](-[C;D1;H3:6])=[O;D1;H0:7].[C:8]-[NH;D2;+0:9]-[C:10]
UNK,[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[O;H0;D2;+0:4]-[c:5]>>F-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].[OH;D1;+0:4]-[c:5]
UNK,[C;D1;H3:4]-[C:5](-[C;D1;H3:6])(-[C;D1;H3:7])-[#8:8]-[C:9](=[O;D1;H0:10])-[#7:11]-[N;H0;D2;+0:12]=[C;H0;D3;+0:1](-[c:2])-[c:3]>>O=[C;H0;D3;+0:1](-[c:2])-[c:3].[C;D1;H3:4]-[C:5](-[C;D1;H3:6])(-[C;D1;H3:7])-[#8:8]-[C:9](=[O;D1;H0:10])-[#7:11]-[NH2;D1;+0:12]
UNK,[OH;D1;+0:1]-[c:2]>>C-O-c1:c:c:c(-C-[O;H0;D2;+0:1]-[c:2]):c:c:1
UNK,[C:5]-[N;H0;D3;+0:6](-[C:7])-[CH;D3;+0:1]1-[C:2]-[#7:3]-[C:4]-1>>C-S(=O)(=O)-O-[CH;D3;+0:1]1-[C:2]-[#7:3]-[C:4]-1.[C:5]-[NH;D2;+0:6]-[C:7]
UNK,[#7;a:1]:[#7;a:2]:[c:3](:[#8;a:4])-[NH;D2;+0:5]-[C;H0;D3;+0:8](=[O;D1;H0:9])-[NH;D2;+0:7]-[C:6]>>[#7;a:1]:[#7;a:2]:[c:3](:[#8;a:4])-[NH2;D1;+0:5].[C:6]-[N;H0;D2;+0:7]=[C;H0;D2;+0:8]=[O;D1;H0:9]
UNK,[#7:4]-[C:3](=[O;D1;H0:5])-[C@@H;D3;+0:1](-[C:2])-[NH;D2;+0:7]-[C:6]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3](-[#7:4])=[O;D1;H0:5].[C:6]-[NH2;D1;+0:7]
UNK,[C:7]-[c;H0;D3;+0:6]1:[c;H0;D3;+0:5](-[c;H0;D3;+0:8](:[c:9]):[c:10]):[nH;D2;+0:1]:[c:2]:[c;H0;D3;+0:3]:1:[c:4]>>N-[NH;D2;+0:1]-[c:2]:[cH;D2;+0:3]:[c:4].O=[C;H0;D3;+0:5](-[CH2;D2;+0:6]-[C:7])-[c;H0;D3;+0:8](:[c:9]):[c:10]
UNK,[#7;a:4]:[c:3]-[C@H;D3;+0:1](-[C;D1;H3:2])-[S;H0;D2;+0:8]-[c:6](:[#7;a:5]):[#7;a:7]>>Cl-[C@H;D3;+0:1](-[C;D1;H3:2])-[c:3]:[#7;a:4].[#7;a:5]:[c:6](:[#7;a:7])-[SH;D1;+0:8]
UNK,[#16;a:7]:[c:8]-[NH;D2;+0:9]-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>Cl-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1.[#16;a:7]:[c:8]-[NH2;D1;+0:9]
UNK,[#7;a:4]:[c:3]:[c:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:6](-[C;D1;H3:5])-[C;D1;H3:7]>>C-S(=O)(=O)-O-[CH2;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[C;D1;H3:5]-[NH;D2;+0:6]-[C;D1;H3:7]
UNK,[#16:4]-[C:5]-[N;H0;D3;+0:6](-[C:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#16:4]-[C:5]-[NH;D2;+0:6]-[C:7]
UNK,[#7;a:7]:[#7;a:8]:[c:9]-[NH;D2;+0:10]-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>Cl-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1.[#7;a:7]:[#7;a:8]:[c:9]-[NH2;D1;+0:10]
UNK,[#7;a:4]:[c:5]1:[#7;a:6]:[c:7]:[c;H0;D3;+0:8](-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]):[c:9]:1>>Cl-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#7;a:4]:[c:5]1:[#7;a:6]:[c:7]:[cH;D2;+0:8]:[c:9]:1
UNK,[#7;a:2]:[cH;D2;+0:1]:[c:3]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]
UNK,[#16;a:7]:[c:6]1:[c:5]:[#7;a:4]:[c:3]:[#7;a:2]:[c;H0;D3;+0:1]:1-[NH;D2;+0:9]-[C:8]>>Cl-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1:[#16;a:7].[C:8]-[NH2;D1;+0:9]
UNK,[#8:5]-[C:4](=[O;D1;H0:6])-[C:3]-[c;H0;D3;+0:2]1:[cH;D2;+0:1]:[s;H0;D2;+0:9]:[c;H0;D3;+0:8](-[c;H0;D3;+0:10]2:[c:11]:[c:12]:[#7;a:13]:[c:14]:[c:15]:2):[n;H0;D2;+0:7]:1>>Cl-[CH2;D2;+0:1]-[C;H0;D3;+0:2](=O)-[C:3]-[C:4](-[#8:5])=[O;D1;H0:6].[NH2;D1;+0:7]-[C;H0;D3;+0:8](=[S;H0;D1;+0:9])-[c;H0;D3;+0:10]1:[c:11]:[c:12]:[#7;a:13]:[c:14]:[c:15]:1
UNK,[C:4]-[C@@H;D3;+0:5]1-[#7:6]-[C:7](=[O;D1;H0:8])-[C@H;D3;+0:9](-[C:10])-[N;H0;D3;+0:11](-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3])-[C:12]-1>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[C@@H;D3;+0:5]1-[#7:6]-[C:7](=[O;D1;H0:8])-[C@H;D3;+0:9](-[C:10])-[NH;D2;+0:11]-[C:12]-1
UNK,[#16:3]-[C@@;H0;D4;+0:4](-[C:5])(-[C:6]-[C:7](-[#8:8])=[O;D1;H0:9])-[c:10]:[#16;a:11].[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:12]-[c:13]>>I-[CH2;D2;+0:1]-[C:2].[#16:3]-[C@@;H0;D4;+0:4](-[C:5])(-[C:6]-[C:7](-[#8:8])=[O;D1;H0:9])-[c:10]:[#16;a:11].[OH;D1;+0:12]-[c:13]
UNK,[#7;a:1]:[c:2]-[C@@H;D3;+0:3](-[C;D1;H3:4])-[OH;D1;+0:5]>>[#7;a:1]:[c:2]-[C;H0;D3;+0:3](-[C;D1;H3:4])=[O;H0;D1;+0:5]
UNK,[C:1]-[NH;D2;+0:2]-[C;H0;D3;+0:4](=[O;D1;H0:3])-[NH;D2;+0:5]-[c:6]>>[C:1]-[NH2;D1;+0:2].[O;D1;H0:3]=[C;H0;D2;+0:4]=[N;H0;D2;+0:5]-[c:6]
UNK,[#16:2]-[N;H0;D3;+0:3](-[CH3;D1;+0:1])-[c:4]>>I-[CH3;D1;+0:1].[#16:2]-[NH;D2;+0:3]-[c:4]
UNK,[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].I-[c;H0;D3;+0:4](:[c:5]):[c:6]
UNK,[C:3]-[O;H0;D2;+0:4]-[CH2;D2;+0:1]-[C;D1;H3:2]>>I-[CH2;D2;+0:1]-[C;D1;H3:2].[C:3]-[OH;D1;+0:4]
UNK,[#16:3]-[N;H0;D3;+0:4](-[CH2;D2;+0:1]-[c:2])-[C@H;D3;+0:5](-[C:6])-[C:7](-[#7:8])=[O;D1;H0:9]>>Br-[CH2;D2;+0:1]-[c:2].[#16:3]-[NH;D2;+0:4]-[C@H;D3;+0:5](-[C:6])-[C:7](-[#7:8])=[O;D1;H0:9]
UNK,[#7;a:3]:[n;H0;D3;+0:4](:[c:5])-[CH2;D2;+0:1]-[c:2]>>C-S(=O)(=O)-O-[CH2;D2;+0:1]-[c:2].[#7;a:3]:[nH;D2;+0:4]:[c:5]
UNK,[C:5]=[C:6]-[C:7]-[N;H0;D3;+0:8](-[C:9])-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4]>>Cl-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4].[C:5]=[C:6]-[C:7]-[NH;D2;+0:8]-[C:9]
UNK,[#7;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[C@H;D3;+0:6](-[C;D1;H3:5])-[c:8]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#7;a:4].[C;D1;H3:5]-[C@@H;D3;+0:6](-[NH2;D1;+0:7])-[c:8]
UNK,[C;D1;H3:2]-[CH;D3;+0:1](-[#8:3]-[C:4]=[O;D1;H0:5])-[O;H0;D2;+0:6]-[C:7]=[O;D1;H0:8]>>Cl-[CH;D3;+0:1](-[C;D1;H3:2])-[#8:3]-[C:4]=[O;D1;H0:5].[O-;H0;D1:6]-[C:7]=[O;D1;H0:8]
UNK,[C;D1;H1:3]#[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:4]-[c:5]>>O-[CH2;D2;+0:1]-[C:2]#[C;D1;H1:3].[OH;D1;+0:4]-[c:5]
UNK,[C:2]-[CH;D3;+0:1](-[C:3])-[N;H0;D2;+0:4]=[#7;+:5]=[N;-;D1;H0:6]>>C-S(=O)(=O)-O-[CH;D3;+0:1](-[C:2])-[C:3].[N-;H0;D1:4]=[#7;+:5]=[N;-;D1;H0:6]
UNK,[#7;a:1]:[#7;a:2]:[c:3]-[OH;D1;+0:4]>>[#7;a:1]:[#7;a:2]:[c:3]-[O;H0;D2;+0:4]-C-c1:c:c:c:c:c:1
UNK,[#7;a:4]:[c:3]:[c:2]-[CH2;D2;+0:1]-[NH;D2;+0:5]-[c:6]>>Cl-[CH2;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[NH2;D1;+0:5]-[c:6]
UNK,[#7;a:4]:[c:3](:[#7;a:5])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[C:6]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#7;a:4]):[#7;a:5].[C:6]-[NH2;D1;+0:7]
UNK,[#7:3]=[C:2]-[CH2;D2;+0:1]-[S;H0;D2;+0:4]-[c:5]>>Cl-[CH2;D2;+0:1]-[C:2]=[#7:3].[SH;D1;+0:4]-[c:5]
UNK,[#7;a:6]:[c:5]:[c:4]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[NH;D2;+0:8]-[C:7]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]:[c:5]:[#7;a:6].[C:7]-[NH2;D1;+0:8]
UNK,[#8:4]-[C:3](=[C:5]-[C:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:8]-[C:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3](-[#8:4])=[C:5]-[C:6].[C:7]-[NH2;D1;+0:8]
UNK,[#7;a:6]:[c:5]:[c:3](-[#8:4]):[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:7]1:[c:8]:[c:9]:[#7;a:10]:[c:11]:[c:12]:1>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3](-[#8:4]):[c:5]:[#7;a:6].C-[Sn](-C)(-C)-[c;H0;D3;+0:7]1:[c:8]:[c:9]:[#7;a:10]:[c:11]:[c:12]:1
UNK,[#7:3]-[C:2](=[O;D1;H0:4])-[CH2;D2;+0:1]-[n;H0;D3;+0:6](:[#7;a:5]):[c:7]>>Cl-[CH2;D2;+0:1]-[C:2](-[#7:3])=[O;D1;H0:4].[#7;a:5]:[nH;D2;+0:6]:[c:7]
UNK,[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:8]-[C:7](-[C;D1;H3:6])=[O;D1;H0:9]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].[C;D1;H3:6]-[C:7](-[NH2;D1;+0:8])=[O;D1;H0:9]
UNK,[C:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>C-O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH2;D1;+0:5]
UNK,[C;D1;H3:3]-[CH;D2;+0:4]=[CH;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[C;D1;H3:3]-[CH2;D2;+0:4]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1
UNK,[#7;a:3]-[N;H0;D3;+0:4](-[CH2;D2;+0:1]-[c:2])-[C:5](=[O;D1;H0:6])-[#8:7]-[C:8](-[C;D1;H3:9])(-[C;D1;H3:10])-[C;D1;H3:11]>>Cl-[CH2;D2;+0:1]-[c:2].[#7;a:3]-[NH;D2;+0:4]-[C:5](=[O;D1;H0:6])-[#8:7]-[C:8](-[C;D1;H3:9])(-[C;D1;H3:10])-[C;D1;H3:11]
UNK,[#7;a:2]:[c:3](:[c:6]:[#7;a:7])-[S;H0;D3;+0:4](-[C;D1;H3:5])=[O;H0;D1;+0:1]>>Cl-c1:c:c:c:c(-C(=O)-O-[OH;D1;+0:1]):c:1.[#7;a:2]:[c:3](-[S;H0;D2;+0:4]-[C;D1;H3:5]):[c:6]:[#7;a:7]
UNK,[#7:5]-[C:6]-[C@@H;D3;+0:7](-[C:8])-[c:9].[O;D1;H0:2]=[S;H0;D4;+0:1](=[O;D1;H0:3])(-[c:4])-[NH;D2;+0:10]-[c:11]>>F-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[#7:5]-[C:6]-[C@@H;D3;+0:7](-[C:8])-[c:9].[NH2;D1;+0:10]-[c:11]
UNK,[#7;a:4]:[c:3](:[c:5]:[#7;a:6]):[c;H0;D3;+0:1](:[#7;a:2])-[N;H0;D3;+0:8](-[C:7])-[C:9]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[C:7]-[NH;D2;+0:8]-[C:9]
UNK,[#7:1]-[C:2]-[C@H;D3;+0:3](-[C:4])-[O;H0;D2;+0:5]-[C;H0;D3;+0:7](=[O;D1;H0:6])-[NH;D2;+0:8]-[c:9]>>[#7:1]-[C:2]-[C@H;D3;+0:3](-[C:4])-[OH;D1;+0:5].[O;D1;H0:6]=[C;H0;D2;+0:7]=[N;H0;D2;+0:8]-[c:9]
UNK,[#16;a:4]:[c:5](:[#7;a:7]:[#7;a:8])-[NH;D2;+0:6]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#16;a:4]:[c:5](-[NH2;D1;+0:6]):[#7;a:7]:[#7;a:8]
UNK,[#7;a:7]:[c;H0;D3;+0:6](:[c:8])-[C;H0;D3;+0:1](=[C:2]-[C:3])-[C:4]-[#8:5]>>C-C1(-C)-O-B(-[C;H0;D3;+0:1](=[C:2]-[C:3])-[C:4]-[#8:5])-O-C-1(-C)-C.Cl-[c;H0;D3;+0:6](:[#7;a:7]):[c:8]
UNK,[#8:4]-[C:5](=[O;D1;H0:6])-[C@@H;D3;+0:7](-[#7:8]-[C:9](=[O;D1;H0:10])-[#8:11]-[C:12](-[C;D1;H3:13])(-[C;D1;H3:14])-[C;D1;H3:15])-[C:16]-[O;H0;D2;+0:17]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C@@H;D3;+0:7](-[#7:8]-[C:9](=[O;D1;H0:10])-[#8:11]-[C:12](-[C;D1;H3:13])(-[C;D1;H3:14])-[C;D1;H3:15])-[C:16]-[OH;D1;+0:17]
UNK,[C:4]-[N;H0;D3;+0:5](-[C;D1;H3:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[NH;D2;+0:5]-[C;D1;H3:6]
UNK,[#7:1]-[C:2]-[CH;D3;+0:3](-[OH;D1;+0:7])-[CH;D3;+0:4](-[C:5])-[c:6]>>[#7:1]-[C:2]-[CH;D2;+0:3]=[C;H0;D3;+0:4](-[C:5])-[c:6].[OH2;D0;+0:7]
UNK,[#16;a:4]:[c:5]-[NH;D2;+0:6]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#16;a:4]:[c:5]-[NH2;D1;+0:6]
UNK,[#7;a:4]:[#7;a:3]:[c:2]-[NH2;D1;+0:1]>>O=C(-O-C-c1:c:c:c:c:c:1)-[NH;D2;+0:1]-[c:2]:[#7;a:3]:[#7;a:4]
